ticker    ,sector                ,region                     ,current_ratio_score,quick_ratio_score,cash_ratio_score,debt_equity_score  ,debt_assets_score   ,interest_coverage_score,leverage_liquidity_score,leverage_grade
300870    ,Industrials           ,Asia / Pacific             ,50.0               ,50.0             ,50.0            ,82.43590174777744  ,73.1424084918469    ,0.0                    ,51.1                    ,C
300002    ,Information Technology,Asia / Pacific             ,50.0               ,50.0             ,50.0            ,99.80642341235976  ,99.37397345108914   ,0.0                    ,59.8                    ,C
002025    ,Industrials           ,Asia / Pacific             ,50.0               ,50.0             ,50.0            ,97.54370263723649  ,94.21451877016325   ,0.0                    ,58.4                    ,C
300718    ,Industrials           ,Asia / Pacific             ,50.0               ,50.0             ,50.0            ,96.86124672751716  ,90.31610199091861   ,0.0                    ,57.4                    ,C
1860      ,Communication Services,Asia / Pacific             ,50.0               ,50.0             ,50.0            ,80.80544560393427  ,80.35683598065451   ,0.0                    ,52.2                    ,C
688266    ,Health Care           ,Asia / Pacific             ,50.0               ,50.0             ,50.0            ,72.34426898199406  ,56.76545609133973   ,53.60623781676412      ,56.5                    ,C
2507      ,Industrials           ,United States and Canada   ,50.0               ,50.0             ,50.0            ,97.00151331074024  ,93.55019732691716   ,0.0                    ,58.1                    ,C
1951      ,Industrials           ,Asia / Pacific             ,50.0               ,50.0             ,50.0            ,86.82216786971307  ,74.86620750498294   ,0.0                    ,52.3                    ,C
8210      ,Information Technology,Asia / Pacific             ,50.0               ,50.0             ,50.0            ,83.14261160613326  ,72.41057680919106   ,0.0                    ,51.1                    ,C
956       ,Energy                ,Asia / Pacific             ,50.0               ,50.0             ,50.0            ,42.107856069865235 ,29.941693279632485  ,0.0                    ,34.4                    ,F
002389    ,Information Technology,Asia / Pacific             ,50.0               ,50.0             ,50.0            ,98.91105252100219  ,96.93431435274046   ,0.0                    ,59.2                    ,C
000050    ,Information Technology,Asia / Pacific             ,50.0               ,50.0             ,50.0            ,60.40041432524532  ,46.671407764678605  ,2.0081678636811717     ,41.8                    ,D
1060      ,Communication Services,Asia / Pacific             ,50.0               ,50.0             ,50.0            ,98.66106990949362  ,96.4819408873387    ,0.0                    ,59.0                    ,C
KPITTECH  ,Information Technology,Asia / Pacific             ,50.0               ,50.0             ,50.0            ,96.05225843674519  ,91.43425787615426   ,0.0                    ,57.5                    ,C
3436      ,Information Technology,Asia / Pacific             ,50.0               ,50.0             ,50.0            ,82.04835997609055  ,62.27102135344964   ,0.0                    ,48.9                    ,D
APOLLOTYRE,Consumer Discretionary,Asia / Pacific             ,50.0               ,50.0             ,50.0            ,90.04349041957165  ,79.81013509708343   ,0.0                    ,54.0                    ,C
300660    ,Industrials           ,Asia / Pacific             ,50.0               ,50.0             ,50.0            ,92.78513330461868  ,83.62778205883686   ,0.0                    ,55.3                    ,C
002262    ,Health Care           ,Asia / Pacific             ,50.0               ,50.0             ,50.0            ,99.68255879686774  ,98.97411616161617   ,0.0                    ,59.7                    ,C
2002      ,Consumer Staples      ,Asia / Pacific             ,50.0               ,50.0             ,50.0            ,94.39325583430804  ,86.61963807606858   ,0.0                    ,56.2                    ,C
688146    ,Materials             ,Asia / Pacific             ,50.0               ,50.0             ,50.0            ,100.0              ,100.0               ,50.0                   ,70.0                    ,B
9989      ,Consumer Staples      ,Asia / Pacific             ,50.0               ,50.0             ,50.0            ,95.22133635787438  ,89.11444753657646   ,0.0                    ,56.9                    ,C
3677      ,Industrials           ,Asia / Pacific             ,50.0               ,50.0             ,50.0            ,76.31094718254656  ,66.4063487308623    ,0.0                    ,48.5                    ,D
8233      ,Consumer Discretionary,Asia / Pacific             ,50.0               ,50.0             ,50.0            ,77.25088639681698  ,67.0650059518625    ,0.0                    ,48.9                    ,D
300012    ,Industrials           ,Asia / Pacific             ,50.0               ,50.0             ,50.0            ,98.33752943215062  ,95.27720937415543   ,0.0                    ,58.7                    ,C
002831    ,Materials             ,Asia / Pacific             ,50.0               ,50.0             ,50.0            ,83.83215944232421  ,68.33597466910383   ,0.0                    ,50.4                    ,C
301301    ,Health Care           ,Asia / Pacific             ,50.0               ,50.0             ,50.0            ,94.00264923458019  ,83.12976782466163   ,0.0                    ,55.4                    ,C
688301    ,Health Care           ,Asia / Pacific             ,50.0               ,50.0             ,50.0            ,74.42164902028549  ,50.93296475466482   ,0.0                    ,45.1                    ,D
VNT       ,Industrials           ,Asia / Pacific             ,50.0               ,50.0             ,50.0            ,53.029604589223524 ,62.22525209253279   ,0.0                    ,43.1                    ,D
INDF      ,Consumer Staples      ,Asia / Pacific             ,50.0               ,50.0             ,50.0            ,78.2779621106184   ,55.98618097969834   ,0.0                    ,46.9                    ,D
512       ,Health Care           ,Asia / Pacific             ,50.0               ,50.0             ,50.0            ,91.03426343254705  ,77.7678502058892    ,0.0                    ,53.8                    ,C
5938      ,Industrials           ,Asia / Pacific             ,50.0               ,50.0             ,50.0            ,64.63837652952068  ,55.08803385060457   ,0.0                    ,43.9                    ,D
688536    ,Information Technology,Asia / Pacific             ,50.0               ,50.0             ,50.0            ,97.66573038864716  ,92.5166264492967    ,34.81904761904762      ,65.0                    ,B
600563    ,Information Technology,Asia / Pacific             ,50.0               ,50.0             ,50.0            ,99.84032535415017  ,99.59036290811993   ,0.0                    ,59.9                    ,C
6471      ,Industrials           ,Asia / Pacific             ,50.0               ,50.0             ,50.0            ,84.73771839993546  ,68.59472350408906   ,0.0                    ,50.7                    ,C
HVN       ,Industrials           ,Asia / Pacific             ,50.0               ,50.0             ,50.0            ,100.0              ,55.997582308807495  ,0.0                    ,51.2                    ,C
3706      ,Information Technology,Asia / Pacific             ,50.0               ,50.0             ,50.0            ,98.31106282817309  ,96.6677621708129    ,0.0                    ,59.0                    ,C
688123    ,Information Technology,Asia / Pacific             ,50.0               ,50.0             ,50.0            ,99.85033140902287  ,99.47362588652481   ,0.0                    ,59.9                    ,C
301345    ,Consumer Discretionary,Asia / Pacific             ,50.0               ,50.0             ,50.0            ,94.77271162715986  ,86.26188063878033   ,0.0                    ,56.2                    ,C
605589    ,Materials             ,Asia / Pacific             ,50.0               ,50.0             ,50.0            ,93.91000177315989  ,83.62314532709124   ,0.0                    ,55.5                    ,C
CRC       ,Consumer Discretionary,Asia / Pacific             ,50.0               ,50.0             ,50.0            ,34.79646118396723  ,39.192200622789976  ,0.0                    ,34.8                    ,F
7282      ,Consumer Discretionary,Asia / Pacific             ,50.0               ,50.0             ,50.0            ,93.79536372533028  ,85.00544450302282   ,50.0                   ,65.8                    ,B
6323      ,Information Technology,Asia / Pacific             ,50.0               ,50.0             ,50.0            ,91.81312534836313  ,78.95120817098787   ,0.0                    ,54.2                    ,C
600582    ,Industrials           ,Asia / Pacific             ,50.0               ,50.0             ,50.0            ,99.05482639152315  ,98.09437860809335   ,0.0                    ,59.4                    ,C
5991      ,Consumer Discretionary,Asia / Pacific             ,50.0               ,50.0             ,50.0            ,94.30596701110812  ,87.02389079233272   ,0.0                    ,56.3                    ,C
002428    ,Materials             ,Asia / Pacific             ,50.0               ,50.0             ,50.0            ,82.94944998225749  ,69.64589267665167   ,0.0                    ,50.5                    ,C
532504    ,Materials             ,Asia / Pacific             ,50.0               ,50.0             ,50.0            ,81.38316905761036  ,62.04303072106967   ,0.0                    ,48.7                    ,D
2579      ,Consumer Staples      ,Asia / Pacific             ,50.0               ,50.0             ,50.0            ,89.80484760571457  ,77.82390222617046   ,100.0                  ,73.5                    ,B
600004    ,Industrials           ,Asia / Pacific             ,50.0               ,50.0             ,50.0            ,96.43672700766989  ,90.79815348013571   ,0.0                    ,57.4                    ,C
SIME      ,Industrials           ,Asia / Pacific             ,50.0               ,50.0             ,50.0            ,85.22739440576436  ,72.70935647455023   ,0.0                    ,51.6                    ,C
AADI      ,Energy                ,Asia / Pacific             ,50.0               ,50.0             ,50.0            ,85.27140540947669  ,68.99999332516778   ,0.0                    ,50.9                    ,C
GPSC      ,Utilities             ,Asia / Pacific             ,50.0               ,50.0             ,50.0            ,62.61555005088619  ,42.03197595134053   ,0.0                    ,40.9                    ,D
2347      ,Information Technology,Asia / Pacific             ,50.0               ,50.0             ,50.0            ,63.51107972585341  ,51.32629306819643   ,0.0                    ,43.0                    ,D
1415      ,Information Technology,Asia / Pacific             ,50.0               ,50.0             ,50.0            ,76.97380565899614  ,68.65533257079477   ,0.0                    ,49.1                    ,D
3702      ,Information Technology,Asia / Pacific             ,50.0               ,50.0             ,50.0            ,34.84516304058588  ,49.22487944187598   ,0.0                    ,36.8                    ,D
7564      ,Consumer Discretionary,Asia / Pacific             ,50.0               ,50.0             ,50.0            ,99.55483146399492  ,98.60772188638086   ,0.0                    ,59.6                    ,C
688772    ,Industrials           ,Asia / Pacific             ,50.0               ,50.0             ,50.0            ,70.87330206146562  ,62.12016971529493   ,0.0                    ,46.6                    ,D
ASTERDM   ,Health Care           ,Asia / Pacific             ,50.0               ,50.0             ,50.0            ,81.58052767444218  ,61.82221417579433   ,0.0                    ,48.7                    ,D
4626      ,Materials             ,Asia / Pacific             ,50.0               ,50.0             ,50.0            ,79.1144248178513   ,57.99850841845501   ,0.0                    ,47.4                    ,D
A028050   ,Industrials           ,Asia / Pacific             ,50.0               ,50.0             ,50.0            ,98.91976361380823  ,98.42398332087411   ,0.0                    ,59.5                    ,C
002739    ,Communication Services,Asia / Pacific             ,50.0               ,50.0             ,50.0            ,44.38870211739888  ,37.3802603409748    ,0.0                    ,36.4                    ,D
4088      ,Materials             ,Asia / Pacific             ,50.0               ,50.0             ,50.0            ,72.57972309898233  ,55.84291038375774   ,0.0                    ,45.7                    ,D
7211      ,Consumer Discretionary,Asia / Pacific             ,50.0               ,50.0             ,50.0            ,89.22210259388129  ,82.47994116386317   ,0.0                    ,54.3                    ,C
9001      ,Industrials           ,Asia / Pacific             ,50.0               ,50.0             ,50.0            ,53.68985730483708  ,44.45482716827625   ,0.0                    ,39.6                    ,D
MEDANTA   ,Health Care           ,Asia / Pacific             ,50.0               ,50.0             ,50.0            ,92.93754676216656  ,81.17718229073311   ,0.0                    ,54.8                    ,C
601001    ,Energy                ,Asia / Pacific             ,50.0               ,50.0             ,50.0            ,95.3076357513987   ,87.48709935103176   ,0.0                    ,56.6                    ,C
PTTGC     ,Materials             ,Asia / Pacific             ,50.0               ,50.0             ,50.0            ,67.98985198756753  ,50.078706372758695  ,10.267644477873889     ,45.7                    ,D
9364      ,Industrials           ,Asia / Pacific             ,50.0               ,50.0             ,50.0            ,96.49026336999194  ,89.6947549703656    ,0.0                    ,57.2                    ,C
4536      ,Health Care           ,Asia / Pacific             ,50.0               ,50.0             ,50.0            ,95.9991446519715   ,89.54589255159729   ,0.0                    ,57.1                    ,C
000875    ,Utilities             ,Asia / Pacific             ,50.0               ,50.0             ,50.0            ,29.934640906057417 ,21.14244452538433   ,0.0                    ,30.2                    ,F
601000    ,Industrials           ,Asia / Pacific             ,50.0               ,50.0             ,50.0            ,99.99934650560208  ,99.99779110965815   ,0.0                    ,60.0                    ,C
688088    ,Information Technology,Asia / Pacific             ,50.0               ,50.0             ,50.0            ,99.89721163190552  ,50.0                ,0.0                    ,50.0                    ,C
002895    ,Materials             ,Asia / Pacific             ,50.0               ,50.0             ,50.0            ,82.17977066736671  ,62.61727112009805   ,0.0                    ,49.0                    ,D
600323    ,Utilities             ,Asia / Pacific             ,50.0               ,50.0             ,50.0            ,63.14270095044454  ,46.476621300159884  ,0.0                    ,41.9                    ,D
600166    ,Consumer Discretionary,Asia / Pacific             ,50.0               ,50.0             ,50.0            ,89.7208413130059   ,89.20451745958007   ,0.0                    ,55.8                    ,C
PDN       ,Energy                ,Asia / Pacific             ,50.0               ,50.0             ,50.0            ,90.83911372822995  ,75.54246456105447   ,3.525612799060619      ,54.0                    ,C
600098    ,Energy                ,Asia / Pacific             ,50.0               ,50.0             ,50.0            ,60.85678496034974  ,43.87575968629845   ,0.0                    ,40.9                    ,D
A009830   ,Materials             ,Asia / Pacific             ,50.0               ,50.0             ,50.0            ,59.138163987609715 ,45.88951019527404   ,0.0                    ,41.0                    ,D
7951      ,Consumer Discretionary,Asia / Pacific             ,50.0               ,50.0             ,50.0            ,98.52202525516691  ,95.78082480135734   ,50.0                   ,68.9                    ,B
300811    ,Information Technology,Asia / Pacific             ,50.0               ,50.0             ,50.0            ,93.0852625398423   ,80.46319556356052   ,0.0                    ,54.7                    ,C
4385      ,Consumer Discretionary,Asia / Pacific             ,50.0               ,50.0             ,50.0            ,33.30153223474993  ,54.16782549962256   ,0.0                    ,37.5                    ,D
6965      ,Information Technology,Asia / Pacific             ,50.0               ,50.0             ,50.0            ,92.6835140587952   ,80.49581432229718   ,0.0                    ,54.6                    ,C
IVL       ,Materials             ,Asia / Pacific             ,50.0               ,50.0             ,50.0            ,36.91333079736457  ,39.30907441039335   ,0.0                    ,35.2                    ,D
688279    ,Information Technology,Asia / Pacific             ,50.0               ,50.0             ,50.0            ,99.76746623971944  ,99.1596870178532    ,50.0                   ,69.8                    ,B
600057    ,Industrials           ,Asia / Pacific             ,50.0               ,50.0             ,50.0            ,72.53957011439657  ,71.12965922228153   ,0.0                    ,48.7                    ,D
MSUMI     ,Consumer Discretionary,Asia / Pacific             ,50.0               ,50.0             ,50.0            ,94.71636735583614  ,90.97569078495165   ,0.0                    ,57.1                    ,C
SJVN      ,Utilities             ,Asia / Pacific             ,50.0               ,50.0             ,50.0            ,36.512571648764514 ,26.6626698418704    ,0.0                    ,32.6                    ,F
517174    ,Information Technology,Asia / Pacific             ,50.0               ,50.0             ,50.0            ,99.16716030577417  ,97.74972181150252   ,0.0                    ,59.4                    ,C
DELHIVERY ,Industrials           ,Asia / Pacific             ,50.0               ,50.0             ,50.0            ,94.9760729435563   ,85.26922613862509   ,8.110403397027602      ,57.7                    ,C
3110      ,Industrials           ,Asia / Pacific             ,50.0               ,50.0             ,50.0            ,87.0558665179935   ,70.44797687861272   ,0.0                    ,51.5                    ,C
3405      ,Materials             ,Asia / Pacific             ,50.0               ,50.0             ,50.0            ,89.58443612972306  ,76.35189066669916   ,0.0                    ,53.2                    ,C
002171    ,Materials             ,Asia / Pacific             ,50.0               ,50.0             ,50.0            ,66.68125951140773  ,46.437872949972046  ,0.0                    ,42.6                    ,D
688627    ,Information Technology,Asia / Pacific             ,50.0               ,50.0             ,50.0            ,99.67386700550614  ,98.96196570442535   ,0.0                    ,59.7                    ,C
JGS       ,Industrials           ,Asia / Pacific             ,50.0               ,50.0             ,50.0            ,69.63462291632719  ,48.21114538628104   ,0.0                    ,43.6                    ,D
000528    ,Industrials           ,Asia / Pacific             ,50.0               ,50.0             ,50.0            ,82.97746144721233  ,74.52929220905855   ,0.0                    ,51.5                    ,C
600012    ,Industrials           ,Asia / Pacific             ,50.0               ,50.0             ,50.0            ,81.4956517753068   ,57.76056910690637   ,0.0                    ,47.9                    ,D
7729      ,Information Technology,Asia / Pacific             ,50.0               ,50.0             ,50.0            ,96.20118165289584  ,89.44974508605314   ,0.0                    ,57.1                    ,C
8056      ,Information Technology,Asia / Pacific             ,50.0               ,50.0             ,50.0            ,91.71072904265004  ,83.90713304841626   ,50.0                   ,65.1                    ,B
300100    ,Consumer Discretionary,Asia / Pacific             ,50.0               ,50.0             ,50.0            ,88.9668379090022   ,82.5633504440642    ,0.0                    ,54.3                    ,C
506943    ,Health Care           ,Asia / Pacific             ,50.0               ,50.0             ,50.0            ,99.7296041936233   ,99.18540729635183   ,0.0                    ,59.8                    ,C
3349      ,Consumer Staples      ,Asia / Pacific             ,50.0               ,50.0             ,50.0            ,93.53205472103005  ,88.09977516999342   ,0.0                    ,56.3                    ,C
APARINDS  ,Industrials           ,Asia / Pacific             ,50.0               ,50.0             ,50.0            ,95.67232602990926  ,93.51117246400995   ,0.0                    ,57.8                    ,C
688048    ,Information Technology,Asia / Pacific             ,50.0               ,50.0             ,50.0            ,99.65363319267263  ,98.82294429708223   ,100.0                  ,79.7                    ,B
A052690   ,Industrials           ,Asia / Pacific             ,50.0               ,50.0             ,50.0            ,99.90966345375365  ,99.79339165146341   ,0.0                    ,59.9                    ,C
5714      ,Materials             ,Asia / Pacific             ,50.0               ,50.0             ,50.0            ,93.48885212378546  ,84.91810195121518   ,0.0                    ,55.7                    ,C
142       ,Consumer Staples      ,Asia / Pacific             ,50.0               ,50.0             ,50.0            ,64.9732052550111   ,45.35731347134902   ,0.0                    ,42.1                    ,D
EMCURE    ,Health Care           ,Asia / Pacific             ,50.0               ,50.0             ,50.0            ,92.65537763052947  ,84.47196106510594   ,0.0                    ,55.4                    ,C
9910      ,Consumer Discretionary,Asia / Pacific             ,50.0               ,50.0             ,50.0            ,91.90922283256977  ,83.9191442067241    ,0.0                    ,55.2                    ,C
371       ,Utilities             ,Asia / Pacific             ,50.0               ,50.0             ,50.0            ,54.86774294804408  ,43.13903988186398   ,0.0                    ,39.6                    ,D
A001440   ,Industrials           ,Asia / Pacific             ,50.0               ,50.0             ,50.0            ,89.92463790999312  ,78.61031654692337   ,0.0                    ,53.7                    ,C
1503      ,Industrials           ,Asia / Pacific             ,50.0               ,50.0             ,50.0            ,99.17437921478984  ,97.96535834449233   ,0.0                    ,59.4                    ,C
ANN       ,Health Care           ,Asia / Pacific             ,50.0               ,50.0             ,50.0            ,86.45617928414116  ,69.69058511919096   ,0.0                    ,51.2                    ,C
INKP      ,Materials             ,Asia / Pacific             ,50.0               ,50.0             ,50.0            ,75.87802730143571  ,50.77969440564488   ,0.0                    ,45.3                    ,D
KLBF      ,Health Care           ,Asia / Pacific             ,50.0               ,50.0             ,50.0            ,99.23883947563043  ,97.6149917150185    ,0.0                    ,59.4                    ,C
603305    ,Consumer Discretionary,Asia / Pacific             ,50.0               ,50.0             ,50.0            ,74.55070615100965  ,54.715863731470236  ,0.0                    ,45.9                    ,D
600535    ,Health Care           ,Asia / Pacific             ,50.0               ,50.0             ,50.0            ,95.41088859291223  ,86.08315503721069   ,0.0                    ,56.3                    ,C
500086    ,Consumer Discretionary,Asia / Pacific             ,50.0               ,50.0             ,50.0            ,95.17561607664733  ,88.21811314125088   ,0.0                    ,56.7                    ,C
600475    ,Industrials           ,Asia / Pacific             ,50.0               ,50.0             ,50.0            ,74.3444910284582   ,60.44657207781412   ,0.0                    ,47.0                    ,D
002266    ,Industrials           ,Asia / Pacific             ,50.0               ,50.0             ,50.0            ,87.46881511203244  ,78.11064344044999   ,0.0                    ,53.1                    ,C
PGEO      ,Utilities             ,Asia / Pacific             ,50.0               ,50.0             ,50.0            ,87.62397842771209  ,68.89762794421831   ,0.0                    ,51.3                    ,C
9969      ,Health Care           ,Asia / Pacific             ,50.0               ,50.0             ,50.0            ,92.2191085191637   ,79.07663301962185   ,38.73056994818653      ,62.0                    ,C
IKS       ,Health Care           ,Asia / Pacific             ,50.0               ,50.0             ,50.0            ,84.0644740401292   ,64.95506970494374   ,0.0                    ,49.8                    ,D
688652    ,Information Technology,Asia / Pacific             ,50.0               ,50.0             ,50.0            ,99.74078374796204  ,99.50146177723236   ,0.0                    ,59.8                    ,C
002568    ,Consumer Staples      ,Asia / Pacific             ,50.0               ,50.0             ,50.0            ,83.65422966750063  ,64.53744493392071   ,0.0                    ,49.6                    ,D
000429    ,Industrials           ,Asia / Pacific             ,50.0               ,50.0             ,50.0            ,80.42756789645445  ,56.842227657401565  ,0.0                    ,47.5                    ,D
6781      ,Industrials           ,Asia / Pacific             ,50.0               ,50.0             ,50.0            ,98.98275066601182  ,97.2719362666837    ,0.0                    ,59.3                    ,C
5214      ,Information Technology,Asia / Pacific             ,50.0               ,50.0             ,50.0            ,92.39308405464078  ,79.99308496551537   ,0.0                    ,54.5                    ,C
6417      ,Consumer Discretionary,Asia / Pacific             ,50.0               ,50.0             ,50.0            ,100.0              ,100.0               ,50.0                   ,70.0                    ,B
6460      ,Consumer Discretionary,Asia / Pacific             ,50.0               ,50.0             ,50.0            ,86.53591483709727  ,70.11787839814687   ,0.0                    ,51.3                    ,C
METROBRAND,Consumer Discretionary,Asia / Pacific             ,50.0               ,50.0             ,50.0            ,76.46528699470744  ,54.000128106584675  ,0.0                    ,46.1                    ,D
600516    ,Industrials           ,Asia / Pacific             ,50.0               ,50.0             ,50.0            ,97.76880273590429  ,92.81500576841773   ,83.87152777777779      ,74.9                    ,B
688502    ,Information Technology,Asia / Pacific             ,50.0               ,50.0             ,50.0            ,96.41396208393031  ,89.21218329918545   ,0.0                    ,57.1                    ,C
002747    ,Industrials           ,Asia / Pacific             ,50.0               ,50.0             ,50.0            ,22.541873947527414 ,45.78669881599309   ,7.146690518783541      ,35.1                    ,D
1070      ,Consumer Discretionary,Asia / Pacific             ,50.0               ,50.0             ,50.0            ,88.20150501917156  ,89.75894792188944   ,0.0                    ,55.6                    ,C
1963      ,Industrials           ,Asia / Pacific             ,50.0               ,50.0             ,50.0            ,97.03523037302372  ,94.43862262567      ,46.991452991452995     ,67.7                    ,B
688363    ,Consumer Staples      ,Asia / Pacific             ,50.0               ,50.0             ,50.0            ,98.24705560120515  ,94.80615841216843   ,0.0                    ,58.6                    ,C
2105      ,Consumer Discretionary,Asia / Pacific             ,50.0               ,50.0             ,50.0            ,85.96860504006165  ,67.48547122212463   ,0.0                    ,50.7                    ,C
000967    ,Industrials           ,Asia / Pacific             ,50.0               ,50.0             ,50.0            ,92.93640640335737  ,83.93695832604739   ,0.0                    ,55.4                    ,C
4812      ,Information Technology,Asia / Pacific             ,50.0               ,50.0             ,50.0            ,99.28508983826812  ,98.3405780075188    ,0.0                    ,59.5                    ,C
601969    ,Materials             ,Asia / Pacific             ,50.0               ,50.0             ,50.0            ,90.0273446869753   ,77.75333036539844   ,0.0                    ,53.6                    ,C
POT       ,Industrials           ,Asia / Pacific             ,50.0               ,50.0             ,50.0            ,92.26420221579336  ,78.02408005552732   ,0.0                    ,54.1                    ,C
OV8       ,Consumer Staples      ,Asia / Pacific             ,50.0               ,50.0             ,50.0            ,92.22182759145568  ,83.20871000248273   ,0.0                    ,55.1                    ,C
300738    ,Information Technology,Asia / Pacific             ,50.0               ,50.0             ,50.0            ,29.56810152137862  ,23.72741072042077   ,0.0                    ,30.7                    ,F
600008    ,Utilities             ,Asia / Pacific             ,50.0               ,50.0             ,50.0            ,55.920006361323146 ,41.772404520818455  ,0.0                    ,39.5                    ,D
7240      ,Consumer Discretionary,Asia / Pacific             ,50.0               ,50.0             ,50.0            ,96.70150456420556  ,91.41917812333656   ,0.0                    ,57.6                    ,C
MARI      ,Energy                ,Asia / Pacific             ,50.0               ,50.0             ,50.0            ,98.75736520001243  ,97.00009999666678   ,0.0                    ,59.2                    ,C
6753      ,Consumer Discretionary,Asia / Pacific             ,50.0               ,50.0             ,50.0            ,0.0                ,55.171578791010866  ,0.0                    ,31.0                    ,F
SONACOMS  ,Consumer Discretionary,Asia / Pacific             ,50.0               ,50.0             ,50.0            ,98.80586623885702  ,96.13326276170314   ,0.0                    ,59.0                    ,C
2460      ,Consumer Staples      ,Asia / Pacific             ,50.0               ,50.0             ,50.0            ,99.47099063618555  ,98.7413175803624    ,0.0                    ,59.6                    ,C
347       ,Materials             ,Asia / Pacific             ,50.0               ,50.0             ,50.0            ,91.10350615936107  ,83.85578060480272   ,86.28516003879729      ,72.2                    ,B
300601    ,Health Care           ,Asia / Pacific             ,50.0               ,50.0             ,50.0            ,93.01833621686146  ,82.63231093068711   ,11.373713380839272     ,57.4                    ,C
601966    ,Consumer Discretionary,Asia / Pacific             ,50.0               ,50.0             ,50.0            ,79.09043176218748  ,63.8849788548113    ,0.0                    ,48.6                    ,D
1066      ,Health Care           ,Asia / Pacific             ,50.0               ,50.0             ,50.0            ,94.48451193191856  ,84.9210882182484    ,0.0                    ,55.9                    ,C
600869    ,Industrials           ,Asia / Pacific             ,50.0               ,50.0             ,50.0            ,44.54507125389999  ,55.41447910790993   ,0.0                    ,40.0                    ,D
603337    ,Industrials           ,Asia / Pacific             ,50.0               ,50.0             ,50.0            ,96.10522859722565  ,91.17972358796575   ,0.0                    ,57.5                    ,C
000791    ,Utilities             ,Asia / Pacific             ,50.0               ,50.0             ,50.0            ,65.41877231398708  ,40.1445685617777    ,0.0                    ,41.1                    ,D
600131    ,Information Technology,Asia / Pacific             ,50.0               ,50.0             ,50.0            ,98.17805783761308  ,96.40289297138166   ,0.0                    ,58.9                    ,C
002865    ,Information Technology,Asia / Pacific             ,50.0               ,50.0             ,50.0            ,57.24202250848136  ,62.13409577699631   ,14.282427379925219     ,46.7                    ,D
300144    ,Consumer Discretionary,Asia / Pacific             ,50.0               ,50.0             ,50.0            ,98.36458667777383  ,94.7339597195419    ,0.0                    ,58.6                    ,C
6268      ,Industrials           ,Asia / Pacific             ,50.0               ,50.0             ,50.0            ,94.16190596169892  ,85.88395673010704   ,0.0                    ,56.0                    ,C
603688    ,Information Technology,Asia / Pacific             ,50.0               ,50.0             ,50.0            ,100.0              ,100.0               ,0.0                    ,60.0                    ,C
EBO       ,Health Care           ,Asia / Pacific             ,50.0               ,50.0             ,50.0            ,80.13015749056358  ,72.11447932345347   ,0.0                    ,50.4                    ,C
A036570   ,Communication Services,Asia / Pacific             ,50.0               ,50.0             ,50.0            ,95.87132530120482  ,88.00381995787964   ,86.95014662756599      ,74.2                    ,B
GUJGASLTD ,Utilities             ,Asia / Pacific             ,50.0               ,50.0             ,50.0            ,99.4109734703256   ,98.51773317846627   ,0.0                    ,59.6                    ,C
600511    ,Health Care           ,Asia / Pacific             ,50.0               ,50.0             ,50.0            ,98.5139196619071   ,96.97253074487759   ,0.0                    ,59.1                    ,C
002984    ,Consumer Discretionary,Asia / Pacific             ,50.0               ,50.0             ,50.0            ,95.06695084261052  ,85.66935700157565   ,0.0                    ,56.1                    ,C
603233    ,Consumer Staples      ,Asia / Pacific             ,50.0               ,50.0             ,50.0            ,68.28044748186814  ,63.38743205452754   ,0.0                    ,46.3                    ,D
301219    ,Materials             ,Asia / Pacific             ,50.0               ,50.0             ,50.0            ,99.10201328179863  ,97.2318244731262    ,0.0                    ,59.3                    ,C
300446    ,Materials             ,Asia / Pacific             ,50.0               ,50.0             ,50.0            ,99.01028620389678  ,97.9543746024403    ,0.0                    ,59.4                    ,C
000636    ,Information Technology,Asia / Pacific             ,50.0               ,50.0             ,50.0            ,98.71261437252738  ,96.32628681011214   ,0.0                    ,59.0                    ,C
601158    ,Utilities             ,Asia / Pacific             ,50.0               ,50.0             ,50.0            ,79.91588247241216  ,61.633674036840816  ,0.0                    ,48.3                    ,D
5393      ,Industrials           ,Asia / Pacific             ,50.0               ,50.0             ,50.0            ,98.29952239743555  ,95.22510674282631   ,0.0                    ,58.7                    ,C
001301    ,Industrials           ,Asia / Pacific             ,50.0               ,50.0             ,50.0            ,89.35644717834009  ,73.00938290279124   ,0.0                    ,52.5                    ,C
600380    ,Health Care           ,Asia / Pacific             ,50.0               ,50.0             ,50.0            ,92.18502737626613  ,80.80053171923916   ,0.0                    ,54.6                    ,C
GLAND     ,Health Care           ,Asia / Pacific             ,50.0               ,50.0             ,50.0            ,98.85726022537368  ,96.50658345383971   ,0.0                    ,59.1                    ,C
4980      ,Information Technology,Asia / Pacific             ,50.0               ,50.0             ,50.0            ,92.67533848222382  ,82.64711982932323   ,50.0                   ,65.1                    ,B
5536      ,Industrials           ,Asia / Pacific             ,50.0               ,50.0             ,50.0            ,98.6708309598172   ,97.55353303574012   ,0.0                    ,59.2                    ,C
534309    ,Industrials           ,Asia / Pacific             ,50.0               ,50.0             ,50.0            ,99.99466956642253  ,99.99608567670822   ,0.0                    ,60.0                    ,C
603698    ,Energy                ,Asia / Pacific             ,50.0               ,50.0             ,50.0            ,91.2328391397407   ,80.8411895159564    ,0.0                    ,54.4                    ,C
6481      ,Industrials           ,Asia / Pacific             ,50.0               ,50.0             ,50.0            ,90.97163633036361  ,76.74199336119376   ,0.0                    ,53.5                    ,C
