ticker    ,sector                ,region                     ,upside_score       ,spread_score        ,coverage_score,rating_score,price_target_score,price_target_grade
CARR      ,Industrials           ,United States and Canada   ,62.99954519388582  ,37.71133653675031   ,66.66667      ,75.0        ,59.8              ,C
CTVA      ,Materials             ,United States and Canada   ,46.59582615355159  ,69.84491671453188   ,70.0          ,83.75       ,64.5              ,C
FNV       ,Materials             ,United States and Canada   ,38.049250064776835 ,55.035599374206676  ,30.000002     ,76.5        ,48.4              ,D
OKE       ,Energy                ,United States and Canada   ,54.272700119474315 ,43.5483870967742    ,63.333332     ,76.25001    ,57.8              ,C
ROK       ,Industrials           ,United States and Canada   ,31.849436315406678 ,37.668463611859835  ,90.0          ,71.75       ,52.9              ,C
DAL       ,Industrials           ,United States and Canada   ,50.652341962863034 ,38.94647167400256   ,83.33333      ,92.25       ,62.6              ,C
DHI       ,Consumer Discretionary,United States and Canada   ,37.890840956370575 ,49.9871761990254    ,46.666668     ,62.5        ,47.6              ,D
EXC       ,Utilities             ,United States and Canada   ,44.37861738331222  ,59.758551307847085  ,56.666668     ,63.75       ,54.6              ,C
ROP       ,Information Technology,United States and Canada   ,69.20801226083103  ,33.91647041860912   ,53.333336     ,75.0        ,58.4              ,C
XEL       ,Utilities             ,United States and Canada   ,49.89845552469545  ,57.677555878852004  ,56.666668     ,86.0        ,60.4              ,C
YUM       ,Consumer Discretionary,United States and Canada   ,36.7352357973848   ,65.68076875077999   ,80.0          ,66.75       ,58.6              ,C
LNG       ,Energy                ,United States and Canada   ,65.77084341235285  ,62.264150943396224  ,76.666664     ,88.5        ,71.6              ,B
TTWO      ,Communication Services,United States and Canada   ,50.82854446017602  ,41.70067460647955   ,96.666664     ,92.25       ,66.0              ,B
RDDT      ,Communication Services,United States and Canada   ,42.50277765753287  ,9.094844379031198   ,90.0          ,74.25       ,50.0              ,C
ETR       ,Utilities             ,United States and Canada   ,42.35474429002742  ,68.88612321095209   ,70.0          ,81.50001    ,62.3              ,C
5016      ,Materials             ,Asia / Pacific             ,10.748798194630735 ,42.51772370185859   ,36.666668     ,68.25       ,35.4              ,D
CAI       ,Health Care           ,United States and Canada   ,79.42452908472325  ,43.988050784167285  ,30.000002     ,91.75       ,63.1              ,C
CSU       ,Information Technology,United States and Canada   ,100.0              ,36.610708649239555  ,40.0          ,85.5        ,69.3              ,B
FANG      ,Energy                ,United States and Canada   ,53.2982989599859   ,49.76203067160233   ,100.0         ,90.25       ,69.1              ,B
WCN       ,Industrials           ,United States and Canada   ,58.30470947280233  ,58.111423613188926  ,80.0          ,87.0        ,68.3              ,B
HEI       ,Industrials           ,United States and Canada   ,39.073953261160746 ,61.14026379236988   ,56.666668     ,78.75       ,56.0              ,C
OXY       ,Energy                ,United States and Canada   ,51.02784283112152  ,39.11007025761124   ,80.0          ,55.0        ,54.6              ,C
EBAY      ,Consumer Discretionary,United States and Canada   ,35.3676830652      ,43.029130388046866  ,100.0         ,57.25       ,54.6              ,C
DDOG      ,Information Technology,United States and Canada   ,100.0              ,0.0                 ,100.0         ,87.75001    ,72.6              ,B
ASTS      ,Communication Services,United States and Canada   ,0.0                ,46.44553856785004   ,26.666668     ,60.000004   ,28.9              ,F
DXRX      ,Health Care           ,Europe                     ,70.55555555555556  ,63.74999999999999   ,16.666668     ,95.00001    ,63.0              ,C
EL        ,Consumer Staples      ,United States and Canada   ,27.45019073832633  ,42.63363754889179   ,80.0          ,64.5        ,49.2              ,D
RAPP      ,Health Care           ,United States and Canada   ,100.0              ,0.0                 ,26.666668     ,97.25       ,59.8              ,C
JD        ,Consumer Discretionary,Asia / Pacific             ,80.47443291041907  ,0.0                 ,100.0         ,89.5        ,66.1              ,B
CTSH      ,Information Technology,United States and Canada   ,37.60233918128656  ,56.33703091810243   ,80.0          ,67.5        ,56.7              ,C
GRMN      ,Consumer Discretionary,Europe                     ,45.63529535200922  ,40.982058545797926  ,26.666668     ,58.25       ,43.2              ,D
K         ,Materials             ,United States and Canada   ,25.943803692628986 ,9.08222981631781    ,30.000002     ,77.75       ,32.9              ,F
IQV       ,Health Care           ,United States and Canada   ,43.60391188900107  ,68.44496802423427   ,66.66667      ,86.5        ,63.0              ,C
VMC       ,Materials             ,United States and Canada   ,40.417651694247425 ,43.78533843187241   ,76.666664     ,81.50001    ,56.7              ,C
TCOM      ,Consumer Discretionary,Asia / Pacific             ,79.18442969438598  ,53.23393232960984   ,96.666664     ,92.25       ,78.8              ,B
MCHP      ,Information Technology,United States and Canada   ,40.978729733749816 ,47.79116465863454   ,83.33333      ,82.75       ,59.5              ,C
TKO       ,Communication Services,United States and Canada   ,46.16071672597474  ,60.64347911644611   ,63.333332     ,91.25       ,62.2              ,C
SYM       ,Industrials           ,United States and Canada   ,23.8782574296593   ,36.211244622459574  ,53.333336     ,60.000004   ,40.1              ,D
PAT       ,Materials             ,Europe                     ,100.0              ,100.0               ,3.3333335     ,100.0       ,80.7              ,A
HSY       ,Consumer Staples      ,United States and Canada   ,32.539891226177645 ,56.00728155339806   ,76.666664     ,58.0        ,52.3              ,C
KR        ,Consumer Staples      ,United States and Canada   ,50.90256897188373  ,66.76689349580629   ,73.333336     ,73.0        ,63.8              ,C
NUE       ,Materials             ,United States and Canada   ,37.93693573153405  ,78.2097597339297    ,43.333332     ,86.74999    ,58.8              ,C
PAYX      ,Industrials           ,United States and Canada   ,44.289440546860945 ,65.82119086166577   ,46.666668     ,45.5        ,50.4              ,C
LVS       ,Consumer Discretionary,United States and Canada   ,53.01498445009894  ,66.0729431721798    ,63.333332     ,85.0        ,64.7              ,C
TRGP      ,Energy                ,United States and Canada   ,47.99028864310764  ,60.61505260318316   ,66.66667      ,91.99999    ,63.7              ,C
CPRT      ,Industrials           ,United States and Canada   ,54.58333333333333  ,22.027290448343063  ,30.000002     ,66.75       ,44.0              ,D
PEG       ,Utilities             ,United States and Canada   ,47.35331150843615  ,68.52178292621505   ,56.666668     ,70.25       ,59.1              ,C
A         ,Health Care           ,United States and Canada   ,56.74178045131928  ,74.93554855342308   ,56.666668     ,78.75       ,65.7              ,B
FIX       ,Industrials           ,United States and Canada   ,36.311561119146965 ,91.07126912980588   ,16.666668     ,87.5        ,56.3              ,C
MLM       ,Materials             ,United States and Canada   ,38.37856823769724  ,51.201546818893284  ,80.0          ,75.0        ,57.2              ,C
WAB       ,Industrials           ,United States and Canada   ,40.50362950058072  ,71.25435540069687   ,40.0          ,85.5        ,57.1              ,C
CPNG      ,Consumer Discretionary,United States and Canada   ,97.59162854288269  ,14.813061997160437  ,53.333336     ,86.0        ,65.7              ,B
DOL       ,Consumer Discretionary,United States and Canada   ,41.90277211577659  ,43.94618834080718   ,53.333336     ,68.75       ,50.1              ,C
CCL       ,Consumer Discretionary,United States and Canada   ,67.73436299369908  ,48.13278008298756   ,76.666664     ,80.99999    ,67.3              ,B
SYY       ,Consumer Staples      ,United States and Canada   ,44.80752961082911  ,77.15736040609137   ,53.333336     ,75.0        ,60.6              ,C
RMD       ,Health Care           ,United States and Canada   ,48.09465883307021  ,53.41253202888423   ,50.0          ,72.25       ,54.6              ,C
ED        ,Utilities             ,United States and Canada   ,33.09593381070117  ,59.54146999325691   ,56.666668     ,44.75       ,46.8              ,D
ONC       ,Health Care           ,Europe                     ,55.01808647998659  ,7.448475708921021   ,80.0          ,89.75       ,55.1              ,C
FICO      ,Information Technology,United States and Canada   ,66.44744911451565  ,23.557449958205456  ,60.000004     ,76.25001    ,56.4              ,C
KDP       ,Consumer Staples      ,United States and Canada   ,61.78442579755969  ,56.220357533746814  ,46.666668     ,78.25       ,60.7              ,C
GEHC      ,Health Care           ,United States and Canada   ,47.2646958885491   ,62.079510703363916  ,66.66667      ,76.25001    ,60.6              ,C
KEYS      ,Information Technology,United States and Canada   ,36.341944185081445 ,75.25676937441644   ,43.333332     ,80.75       ,56.4              ,C
UAL       ,Industrials           ,United States and Canada   ,51.740926758108884 ,17.1733192351749    ,80.0          ,89.5        ,56.3              ,C
ODFL      ,Industrials           ,United States and Canada   ,27.967043046462337 ,53.31625391403358   ,80.0          ,62.5        ,51.6              ,C
MDLN      ,Health Care           ,United States and Canada   ,41.19069205197946  ,68.26835902085222   ,83.33333      ,87.5        ,65.7              ,B
TEVA      ,Health Care           ,Africa / Middle East       ,45.78155611530925  ,52.77078085642317   ,36.666668     ,86.5        ,53.8              ,C
VEEV      ,Health Care           ,United States and Canada   ,77.0357369655331   ,25.745916025381412  ,100.0         ,75.0        ,68.4              ,B
TRU       ,Industrials           ,United States and Canada   ,58.437073120441255 ,47.80793319415449   ,66.66667      ,82.25       ,62.2              ,C
CLS       ,Information Technology,United States and Canada   ,61.388392015369945 ,80.72274457643445   ,10.0          ,88.25001    ,61.3              ,C
TER       ,Information Technology,United States and Canada   ,24.800748062270337 ,40.82710556882685   ,53.333336     ,79.49999    ,45.5              ,D
XYL       ,Industrials           ,United States and Canada   ,48.575849509949286 ,63.730924519263674  ,56.666668     ,77.25       ,59.7              ,C
SATS      ,Communication Services,United States and Canada   ,32.96116023543622  ,40.78040074632919   ,23.333334     ,72.0        ,40.8              ,D
BE        ,Industrials           ,United States and Canada   ,7.219323671497592  ,21.07023411371237   ,73.333336     ,63.0        ,35.1              ,D
WEC       ,Utilities             ,United States and Canada   ,46.0615362576869   ,67.7686711483562    ,56.666668     ,67.0        ,57.8              ,C
OTIS      ,Industrials           ,United States and Canada   ,51.83858325939072  ,68.43145519077196   ,46.666668     ,65.0        ,57.6              ,C
EXPE      ,Consumer Discretionary,United States and Canada   ,33.978191653124135 ,43.88130896846831   ,100.0         ,67.75       ,56.4              ,C
