ticker    ,sector                ,region                     ,revenue_growth_score,est_revision_1m_score,est_revision_3m_score,revenue_beat_score,revenue_momentum_score,momentum_grade
MARI      ,Materials             ,United States and Canada   ,50.0                ,50.0                 ,50.0                 ,0                 ,40.0                  ,D
MRTN      ,Industrials           ,United States and Canada   ,0.0                 ,49.8335              ,49.34233333333333    ,100               ,42.3                  ,D
PNTG      ,Health Care           ,United States and Canada   ,100.0               ,50.0                 ,50.06933333333333    ,0                 ,57.5                  ,C
JWEL      ,Consumer Staples      ,United States and Canada   ,100.0               ,49.948499999999996   ,50.016666666666666   ,0                 ,57.5                  ,C
CMPX      ,Health Care           ,United States and Canada   ,0.0                 ,50.0                 ,50.0                 ,100               ,42.5                  ,D
GLDD      ,Industrials           ,United States and Canada   ,100.0               ,50.0                 ,50.309000000000005   ,0                 ,57.6                  ,C
FWRG      ,Consumer Discretionary,United States and Canada   ,100.0               ,49.814               ,49.354000000000006   ,0                 ,57.3                  ,C
NFG       ,Materials             ,United States and Canada   ,50.0                ,50.0                 ,50.0                 ,0                 ,40.0                  ,D
TBPH      ,Health Care           ,United States and Canada   ,100.0               ,50.0                 ,50.0                 ,0                 ,57.5                  ,C
TMQ       ,Materials             ,United States and Canada   ,50.0                ,50.0                 ,50.0                 ,0                 ,40.0                  ,D
CMP       ,Materials             ,United States and Canada   ,33.33333333333333   ,49.819               ,49.408               ,100               ,54.0                  ,C
NRGV      ,Industrials           ,United States and Canada   ,100.0               ,50.0                 ,50.0                 ,0                 ,57.5                  ,C
MSEX      ,Utilities             ,United States and Canada   ,100.0               ,49.992999999999995   ,49.891000000000005   ,0                 ,57.5                  ,C
BKSY      ,Industrials           ,United States and Canada   ,0.0                 ,50.0                 ,50.0                 ,0                 ,22.5                  ,F
FSTA      ,Consumer Discretionary,Europe                     ,100.0               ,50.1745              ,50.31466666666666    ,0                 ,57.6                  ,C
BBSI      ,Industrials           ,United States and Canada   ,100.0               ,50.0                 ,49.915333333333336   ,0                 ,57.5                  ,C
CJT       ,Industrials           ,United States and Canada   ,100.0               ,49.95250000000001    ,49.206               ,100               ,77.3                  ,B
LMB       ,Industrials           ,United States and Canada   ,100.0               ,50.0                 ,49.95                ,0                 ,57.5                  ,C
CAS       ,Materials             ,United States and Canada   ,100.0               ,49.9915              ,50.726000000000006   ,0                 ,57.6                  ,C
NMAX      ,Communication Services,United States and Canada   ,100.0               ,50.0                 ,50.0                 ,0                 ,57.5                  ,C
LOT       ,Consumer Discretionary,Asia / Pacific             ,0.0                 ,50.0                 ,50.0                 ,0                 ,22.5                  ,F
GGD       ,Materials             ,United States and Canada   ,33.33333333333333   ,49.95250000000001    ,50.00033333333334    ,0                 ,34.2                  ,F
VTYX      ,Health Care           ,United States and Canada   ,50.0                ,50.0                 ,50.0                 ,0                 ,40.0                  ,D
ASPI      ,Materials             ,United States and Canada   ,100.0               ,50.0                 ,50.0                 ,0                 ,57.5                  ,C
SSYS      ,Industrials           ,United States and Canada   ,0.0                 ,50.0                 ,50.06066666666666    ,100               ,42.5                  ,D
PHR       ,Health Care           ,United States and Canada   ,100.0               ,50.027               ,50.552               ,0                 ,57.6                  ,C
GSM       ,Materials             ,Europe                     ,0.0                 ,50.0                 ,50.0                 ,0                 ,22.5                  ,F
ICHR      ,Information Technology,United States and Canada   ,100.0               ,50.042500000000004   ,48.09866666666667    ,100               ,77.1                  ,B
CJ        ,Energy                ,United States and Canada   ,0.0                 ,49.792500000000004   ,50.09566666666667    ,0                 ,22.5                  ,F
CRON      ,Health Care           ,United States and Canada   ,100.0               ,50.0                 ,50.0                 ,0                 ,57.5                  ,C
GOLD      ,Consumer Discretionary,United States and Canada   ,100.0               ,50.0                 ,49.38766666666667    ,0                 ,57.4                  ,C
IART      ,Health Care           ,United States and Canada   ,100.0               ,49.999500000000005   ,49.97966666666667    ,0                 ,57.5                  ,C
JBI       ,Industrials           ,United States and Canada   ,0.0                 ,50.0                 ,49.34266666666666    ,100               ,42.4                  ,D
OPK       ,Health Care           ,United States and Canada   ,0.0                 ,50.0                 ,50.0                 ,100               ,42.5                  ,D
LQDT      ,Industrials           ,United States and Canada   ,33.33333333333333   ,50.0                 ,50.0                 ,0                 ,34.2                  ,F
MRVI      ,Health Care           ,United States and Canada   ,0.0                 ,50.0                 ,50.0                 ,0                 ,22.5                  ,F
DEC       ,Energy                ,United States and Canada   ,100.0               ,50.0                 ,52.76966666666667    ,0                 ,58.1                  ,C
MVST      ,Industrials           ,United States and Canada   ,100.0               ,50.0                 ,49.649               ,0                 ,57.4                  ,C
ACEL      ,Consumer Discretionary,United States and Canada   ,100.0               ,50.0                 ,49.940666666666665   ,0                 ,57.5                  ,C
TCW       ,Energy                ,United States and Canada   ,100.0               ,50.056999999999995   ,49.81733333333333    ,0                 ,57.5                  ,C
PD        ,Energy                ,United States and Canada   ,0.0                 ,50.102500000000006   ,49.626333333333335   ,0                 ,22.5                  ,F
BJRI      ,Consumer Discretionary,United States and Canada   ,100.0               ,50.029999999999994   ,50.085               ,0                 ,57.5                  ,C
PRSU      ,Consumer Discretionary,United States and Canada   ,100.0               ,50.0                 ,50.75333333333334    ,0                 ,57.7                  ,C
RYI       ,Materials             ,United States and Canada   ,0.0                 ,50.0                 ,50.0                 ,0                 ,22.5                  ,F
PRCH      ,Information Technology,United States and Canada   ,100.0               ,50.0                 ,50.0                 ,0                 ,57.5                  ,C
SG        ,Consumer Discretionary,United States and Canada   ,100.0               ,50.0                 ,50.0                 ,0                 ,57.5                  ,C
GO        ,Consumer Staples      ,United States and Canada   ,100.0               ,49.988               ,49.967999999999996   ,0                 ,57.5                  ,C
PLSE      ,Health Care           ,United States and Canada   ,50.0                ,50.0                 ,50.0                 ,0                 ,40.0                  ,D
AMRZ      ,Materials             ,Europe                     ,100.0               ,49.80349999999999    ,49.725               ,0                 ,57.4                  ,C
CRCT      ,Consumer Discretionary,United States and Canada   ,78.9448077768744    ,49.9645              ,50.74966666666667    ,100               ,70.3                  ,B
EVGO      ,Consumer Discretionary,United States and Canada   ,100.0               ,50.0                 ,50.0                 ,0                 ,57.5                  ,C
EEX       ,Communication Services,United States and Canada   ,100.0               ,50.0                 ,48.571333333333335   ,0                 ,57.2                  ,C
XIFR      ,Utilities             ,United States and Canada   ,73.98373983739836   ,50.0                 ,50.0                 ,0                 ,48.4                  ,D
XNCR      ,Health Care           ,United States and Canada   ,100.0               ,50.0                 ,50.0                 ,100               ,77.5                  ,B
SNCY      ,Industrials           ,United States and Canada   ,100.0               ,49.96000000000001    ,49.884666666666675   ,0                 ,57.5                  ,C
MER       ,Energy                ,United States and Canada   ,50.0                ,52.3555              ,48.60033333333333    ,0                 ,40.3                  ,D
INDI      ,Information Technology,United States and Canada   ,88.71454064365261   ,50.0                 ,50.0                 ,0                 ,53.6                  ,C
300850    ,Industrials           ,Asia / Pacific             ,100.0               ,50.0                 ,50.0                 ,0                 ,57.5                  ,C
TROX      ,Materials             ,United States and Canada   ,0.0                 ,50.0                 ,50.0                 ,0                 ,22.5                  ,F
AXL       ,Consumer Discretionary,United States and Canada   ,0.0                 ,49.966499999999996   ,50.031666666666666   ,0                 ,22.5                  ,F
YEXT      ,Information Technology,United States and Canada   ,100.0               ,50.0                 ,49.636               ,0                 ,57.4                  ,C
MAL       ,Industrials           ,United States and Canada   ,100.0               ,49.95250000000001    ,49.992999999999995   ,0                 ,57.5                  ,C
BW        ,Industrials           ,United States and Canada   ,100.0               ,50.0                 ,50.0                 ,100               ,77.5                  ,B
AMWD      ,Industrials           ,United States and Canada   ,0.0                 ,50.0                 ,48.43633333333334    ,100               ,42.2                  ,D
SCSC      ,Information Technology,United States and Canada   ,0.0                 ,50.0                 ,50.127               ,0                 ,22.5                  ,F
LIND      ,Consumer Discretionary,United States and Canada   ,100.0               ,50.0                 ,50.0                 ,0                 ,57.5                  ,C
BBOT      ,Health Care           ,United States and Canada   ,50.0                ,50.0                 ,50.0                 ,0                 ,40.0                  ,D
ANNX      ,Health Care           ,United States and Canada   ,50.0                ,50.0                 ,50.0                 ,0                 ,40.0                  ,D
FWRD      ,Industrials           ,United States and Canada   ,100.0               ,50.0                 ,50.0                 ,0                 ,57.5                  ,C
ORE       ,Materials             ,United States and Canada   ,100.0               ,49.665               ,49.486666666666665   ,0                 ,57.3                  ,C
URGN      ,Health Care           ,United States and Canada   ,100.0               ,50.0                 ,50.0                 ,0                 ,57.5                  ,C
BCAX      ,Health Care           ,United States and Canada   ,50.0                ,50.0                 ,50.0                 ,0                 ,40.0                  ,D
HEPS      ,Consumer Discretionary,Africa / Middle East       ,0.0                 ,50.0                 ,50.0                 ,0                 ,22.5                  ,F
CLB       ,Energy                ,United States and Canada   ,0.0                 ,50.0                 ,49.93333333333334    ,0                 ,22.5                  ,F
GDRX      ,Health Care           ,United States and Canada   ,100.0               ,50.0                 ,49.862               ,100               ,77.5                  ,B
UTL       ,Utilities             ,United States and Canada   ,100.0               ,50.0                 ,50.01066666666667    ,0                 ,57.5                  ,C
VSTS      ,Industrials           ,United States and Canada   ,33.33333333333333   ,49.771               ,49.595666666666666   ,100               ,54.0                  ,C
EVER      ,Communication Services,United States and Canada   ,100.0               ,50.0                 ,50.25566666666666    ,0                 ,57.6                  ,C
ABUS      ,Health Care           ,United States and Canada   ,100.0               ,50.0                 ,50.0                 ,100               ,77.5                  ,B
HNRG      ,Utilities             ,United States and Canada   ,100.0               ,50.0                 ,52.592666666666666   ,100               ,78.0                  ,B
ITRN      ,Information Technology,Africa / Middle East       ,100.0               ,50.0                 ,50.13133333333334    ,0                 ,57.5                  ,C
BBW       ,Consumer Discretionary,United States and Canada   ,100.0               ,50.0                 ,49.91166666666666    ,0                 ,57.5                  ,C
NBR       ,Energy                ,Latin America and Caribbean,100.0               ,53.84100000000001    ,50.0                 ,0                 ,58.5                  ,C
OPTU      ,Communication Services,United States and Canada   ,0.0                 ,50.0                 ,50.0                 ,100               ,42.5                  ,D
KRUS      ,Consumer Discretionary,United States and Canada   ,100.0               ,50.0                 ,50.0                 ,0                 ,57.5                  ,C
ODV       ,Materials             ,United States and Canada   ,100.0               ,50.0                 ,50.0                 ,100               ,77.5                  ,B
RAPT      ,Health Care           ,United States and Canada   ,50.0                ,50.0                 ,50.0                 ,0                 ,40.0                  ,D
TUB       ,Health Care           ,Europe                     ,100.0               ,50.0                 ,50.0                 ,0                 ,57.5                  ,C
PCRX      ,Health Care           ,United States and Canada   ,100.0               ,50.002500000000005   ,50.095333333333336   ,0                 ,57.5                  ,C
INMD      ,Health Care           ,Africa / Middle East       ,0.0                 ,50.001               ,49.99166666666667    ,0                 ,22.5                  ,F
EPC       ,Consumer Staples      ,United States and Canada   ,33.33333333333333   ,49.986               ,49.54933333333334    ,0                 ,34.1                  ,F
FLGT      ,Health Care           ,United States and Canada   ,100.0               ,50.0                 ,50.0                 ,0                 ,57.5                  ,C
MATW      ,Consumer Discretionary,United States and Canada   ,33.33333333333333   ,50.0                 ,50.287000000000006   ,100               ,54.2                  ,C
SMP       ,Consumer Discretionary,United States and Canada   ,100.0               ,50.0                 ,50.086333333333336   ,0                 ,57.5                  ,C
IOVA      ,Health Care           ,United States and Canada   ,100.0               ,50.0                 ,50.0                 ,0                 ,57.5                  ,C
SCHL      ,Communication Services,United States and Canada   ,0.0                 ,50.2965              ,50.19766666666666    ,0                 ,22.6                  ,F
GES       ,Consumer Discretionary,Europe                     ,100.0               ,50.0                 ,50.12                ,0                 ,57.5                  ,C
DRUG      ,Health Care           ,United States and Canada   ,50.0                ,50.0                 ,50.0                 ,0                 ,40.0                  ,D
TKMS      ,Industrials           ,Europe                     ,33.33333333333333   ,49.681               ,50.0                 ,0                 ,34.1                  ,F
TDAY      ,Communication Services,United States and Canada   ,0.0                 ,50.0                 ,50.0                 ,100               ,42.5                  ,D
RPD       ,Information Technology,United States and Canada   ,100.0               ,50.0                 ,50.147666666666666   ,0                 ,57.5                  ,C
AVO       ,Consumer Staples      ,United States and Canada   ,33.33333333333333   ,50.615500000000004   ,50.410333333333334   ,100               ,54.4                  ,C
JBSS      ,Consumer Staples      ,United States and Canada   ,100.0               ,50.0                 ,50.0                 ,0                 ,57.5                  ,C
NAT       ,Energy                ,Latin America and Caribbean,0.0                 ,50.0                 ,50.23800000000001    ,100               ,42.5                  ,D
MTUS      ,Materials             ,United States and Canada   ,100.0               ,50.0875              ,49.93                ,0                 ,57.5                  ,C
OMER      ,Health Care           ,United States and Canada   ,50.0                ,50.0                 ,50.0                 ,0                 ,40.0                  ,D
VIR       ,Health Care           ,United States and Canada   ,0.0                 ,50.0                 ,50.0                 ,0                 ,22.5                  ,F
SUY1V     ,Consumer Staples      ,Europe                     ,100.0               ,50.0                 ,50.0                 ,0                 ,57.5                  ,C
ASML      ,Information Technology,Europe                     ,100.0               ,49.951               ,50.05533333333333    ,0                 ,57.5                  ,C
ROG       ,Health Care           ,Europe                     ,100.0               ,49.9785              ,49.95366666666667    ,100               ,77.5                  ,B
MC        ,Consumer Discretionary,Europe                     ,100.0               ,49.941               ,50.004000000000005   ,100               ,77.5                  ,B
AZN       ,Health Care           ,Europe                     ,100.0               ,49.989999999999995   ,50.00566666666667    ,0                 ,57.5                  ,C
SAP       ,Information Technology,Europe                     ,100.0               ,49.9885              ,50.04566666666667    ,0                 ,57.5                  ,C
NOVN      ,Health Care           ,Europe                     ,100.0               ,49.9775              ,49.99733333333333    ,100               ,77.5                  ,B
RMS       ,Consumer Discretionary,Europe                     ,100.0               ,49.932               ,49.95366666666667    ,0                 ,57.5                  ,C
NOVOB     ,Health Care           ,Europe                     ,100.0               ,49.948               ,49.97933333333334    ,100               ,77.5                  ,B
NESN      ,Consumer Staples      ,Europe                     ,100.0               ,49.939               ,49.964333333333336   ,100               ,77.5                  ,B
OR        ,Consumer Staples      ,Europe                     ,100.0               ,49.926500000000004   ,49.98133333333333    ,0                 ,57.5                  ,C
SIE       ,Industrials           ,Europe                     ,33.33333333333333   ,50.07699999999999    ,49.910000000000004   ,0                 ,34.2                  ,F
SHEL      ,Energy                ,Europe                     ,0.0                 ,49.911500000000004   ,50.019000000000005   ,100               ,42.5                  ,D
ITX       ,Consumer Discretionary,Europe                     ,100.0               ,49.95250000000001    ,50.06666666666667    ,0                 ,57.5                  ,C
AIR       ,Industrials           ,Europe                     ,100.0               ,49.905499999999996   ,49.944               ,0                 ,57.5                  ,C
DTE       ,Communication Services,Europe                     ,100.0               ,49.89                ,50.032               ,100               ,77.5                  ,B
SU        ,Industrials           ,Europe                     ,100.0               ,49.939499999999995   ,49.92033333333333    ,0                 ,57.5                  ,C
SAF       ,Industrials           ,Europe                     ,100.0               ,49.925               ,49.99133333333334    ,0                 ,57.5                  ,C
EL        ,Health Care           ,Europe                     ,100.0               ,49.803               ,49.93366666666667    ,0                 ,57.4                  ,C
RIO       ,Materials             ,Europe                     ,55.38658416887198   ,50.049               ,50.101000000000006   ,0                 ,41.9                  ,D
RR        ,Industrials           ,Europe                     ,100.0               ,50.1845              ,50.027               ,0                 ,57.6                  ,C
ULVR      ,Consumer Staples      ,Europe                     ,100.0               ,49.9155              ,49.68533333333333    ,100               ,77.4                  ,B
TTE       ,Energy                ,Europe                     ,0.0                 ,49.966499999999996   ,50.076               ,100               ,42.5                  ,D
IBE       ,Utilities             ,Europe                     ,100.0               ,49.932               ,50.07166666666667    ,0                 ,57.5                  ,C
ABBN      ,Industrials           ,Europe                     ,100.0               ,49.7905              ,49.89366666666666    ,0                 ,57.4                  ,C
PRX       ,Consumer Discretionary,Europe                     ,100.0               ,49.942               ,49.925999999999995   ,0                 ,57.5                  ,C
ABI       ,Consumer Staples      ,Europe                     ,0.0                 ,49.9555              ,49.959               ,0                 ,22.5                  ,F
ENR       ,Industrials           ,Europe                     ,33.33333333333333   ,50.046               ,50.732               ,0                 ,34.3                  ,F
BATS      ,Consumer Staples      ,Europe                     ,100.0               ,50.00750000000001    ,50.02166666666666    ,100               ,77.5                  ,B
CFR       ,Consumer Discretionary,Europe                     ,100.0               ,49.926500000000004   ,50.08933333333333    ,0                 ,57.5                  ,C
SAN       ,Health Care           ,Europe                     ,100.0               ,49.917               ,49.99966666666667    ,100               ,77.5                  ,B
ENEL      ,Utilities             ,Europe                     ,100.0               ,49.9325              ,50.025666666666666   ,0                 ,57.5                  ,C
AI        ,Materials             ,Europe                     ,100.0               ,49.883               ,49.952000000000005   ,100               ,77.5                  ,B
RHM       ,Industrials           ,Europe                     ,100.0               ,49.9195              ,49.99633333333334    ,0                 ,57.5                  ,C
GSK       ,Health Care           ,Europe                     ,100.0               ,50.066               ,50.168               ,0                 ,57.6                  ,C
ATCOA     ,Industrials           ,Europe                     ,100.0               ,49.996               ,50.108333333333334   ,0                 ,57.5                  ,C
BP        ,Energy                ,Europe                     ,0.0                 ,49.912               ,50.233666666666664   ,100               ,42.5                  ,D
BA        ,Industrials           ,Europe                     ,100.0               ,49.9715              ,50.00433333333334    ,0                 ,57.5                  ,C
NG        ,Utilities             ,Europe                     ,0.0                 ,50.004000000000005   ,50.05333333333334    ,0                 ,22.5                  ,F
GLEN      ,Materials             ,Europe                     ,55.344441365294905  ,50.251999999999995   ,50.314               ,0                 ,42.0                  ,D
REL       ,Industrials           ,Europe                     ,100.0               ,49.999500000000005   ,50.013333333333335   ,0                 ,57.5                  ,C
DG        ,Industrials           ,Europe                     ,100.0               ,49.9505              ,50.01633333333333    ,0                 ,57.5                  ,C
VOLVB     ,Industrials           ,Europe                     ,100.0               ,50.036500000000004   ,49.97833333333333    ,100               ,77.5                  ,B
ENGI      ,Utilities             ,Europe                     ,100.0               ,49.9505              ,50.04633333333334    ,100               ,77.5                  ,B
MBG       ,Consumer Discretionary,Europe                     ,100.0               ,49.792500000000004   ,50.04500000000001    ,100               ,77.5                  ,B
DSV       ,Industrials           ,Europe                     ,100.0               ,49.934               ,49.88933333333333    ,0                 ,57.5                  ,C
MRK       ,Health Care           ,Europe                     ,100.0               ,50.017500000000005   ,50.041666666666664   ,100               ,77.5                  ,B
BMW       ,Consumer Discretionary,Europe                     ,100.0               ,49.921499999999995   ,50.014               ,100               ,77.5                  ,B
RACE      ,Consumer Discretionary,Europe                     ,100.0               ,49.925               ,49.997               ,0                 ,57.5                  ,C
IFX       ,Information Technology,Europe                     ,33.33333333333333   ,49.969               ,49.61966666666667    ,0                 ,34.1                  ,F
DHL       ,Industrials           ,Europe                     ,100.0               ,49.9585              ,50.124               ,100               ,77.5                  ,B
EQNR      ,Energy                ,Europe                     ,100.0               ,49.897999999999996   ,49.760000000000005   ,100               ,77.4                  ,B
HO        ,Industrials           ,Europe                     ,100.0               ,49.955999999999996   ,50.00533333333333    ,0                 ,57.5                  ,C
SHL       ,Health Care           ,Europe                     ,33.33333333333333   ,49.846000000000004   ,49.78966666666666    ,0                 ,34.1                  ,F
ENI       ,Energy                ,Europe                     ,100.0               ,49.875               ,50.19533333333334    ,100               ,77.5                  ,B
UCB       ,Health Care           ,Europe                     ,100.0               ,50.031000000000006   ,50.16700000000001    ,0                 ,57.5                  ,C
BN        ,Consumer Staples      ,Europe                     ,100.0               ,49.894999999999996   ,49.974999999999994   ,0                 ,57.5                  ,C
RKT       ,Consumer Staples      ,Europe                     ,100.0               ,50.015               ,50.03300000000001    ,100               ,77.5                  ,B
HOLN      ,Materials             ,Europe                     ,100.0               ,49.9605              ,50.007000000000005   ,100               ,77.5                  ,B
EOAN      ,Utilities             ,Europe                     ,100.0               ,49.948499999999996   ,50.026333333333326   ,0                 ,57.5                  ,C
CPG       ,Consumer Discretionary,Europe                     ,33.33333333333333   ,50.017               ,49.99633333333334    ,0                 ,34.2                  ,F
DGE       ,Consumer Staples      ,Europe                     ,33.33333333333333   ,49.897999999999996   ,49.827               ,100               ,54.1                  ,C
ARGX      ,Health Care           ,Europe                     ,100.0               ,49.9035              ,50.26366666666667    ,0                 ,57.5                  ,C
LONN      ,Health Care           ,Europe                     ,100.0               ,49.966               ,49.984               ,0                 ,57.5                  ,C
FER       ,Industrials           ,Europe                     ,100.0               ,49.966               ,50.09766666666666    ,0                 ,57.5                  ,C
SGO       ,Industrials           ,Europe                     ,100.0               ,49.9585              ,49.937               ,100               ,77.5                  ,B
ANTO      ,Materials             ,Europe                     ,100.0               ,50.231500000000004   ,50.162000000000006   ,0                 ,57.6                  ,C
HEI       ,Materials             ,Europe                     ,100.0               ,49.8845              ,49.968666666666664   ,0                 ,57.5                  ,C
AAL       ,Materials             ,Europe                     ,0.0                 ,49.509               ,49.56566666666667    ,100               ,42.3                  ,D
BAYN      ,Health Care           ,Europe                     ,100.0               ,49.952               ,50.08066666666667    ,100               ,77.5                  ,B
BAS       ,Materials             ,Europe                     ,100.0               ,49.8315              ,49.989666666666665   ,100               ,77.5                  ,B
GALD      ,Health Care           ,Europe                     ,100.0               ,49.920500000000004   ,50.351333333333336   ,0                 ,57.6                  ,C
P911      ,Consumer Discretionary,Europe                     ,100.0               ,49.602000000000004   ,48.27533333333333    ,100               ,77.1                  ,B
ORA       ,Communication Services,Europe                     ,100.0               ,50.2085              ,49.614666666666665   ,0                 ,57.5                  ,C
SAND      ,Industrials           ,Europe                     ,100.0               ,50.0255              ,50.049               ,0                 ,57.5                  ,C
ASSAB     ,Industrials           ,Europe                     ,100.0               ,50.019999999999996   ,50.18366666666666    ,0                 ,57.5                  ,C
AENA      ,Industrials           ,Europe                     ,100.0               ,49.941               ,49.992999999999995   ,0                 ,57.5                  ,C
HEIA      ,Consumer Staples      ,Europe                     ,100.0               ,49.928999999999995   ,49.97366666666667    ,100               ,77.5                  ,B
HLN       ,Health Care           ,Europe                     ,100.0               ,50.00449999999999    ,50.02799999999999    ,0                 ,57.5                  ,C
KER       ,Consumer Discretionary,Europe                     ,100.0               ,49.7475              ,49.962               ,100               ,77.4                  ,B
RWE       ,Utilities             ,Europe                     ,100.0               ,49.995               ,50.27333333333333    ,0                 ,57.6                  ,C
CCEP      ,Consumer Staples      ,Europe                     ,100.0               ,49.941500000000005   ,49.997               ,0                 ,57.5                  ,C
EXPN      ,Industrials           ,Europe                     ,100.0               ,49.981500000000004   ,50.01599999999999    ,0                 ,57.5                  ,C
SAABB     ,Industrials           ,Europe                     ,100.0               ,50.0265              ,50.141333333333336   ,0                 ,57.5                  ,C
SCHN      ,Industrials           ,Europe                     ,100.0               ,49.958999999999996   ,49.93533333333334    ,0                 ,57.5                  ,C
ALC       ,Health Care           ,Europe                     ,100.0               ,50.007000000000005   ,50.015               ,0                 ,57.5                  ,C
LDO       ,Industrials           ,Europe                     ,100.0               ,49.9425              ,50.009               ,0                 ,57.5                  ,C
LR        ,Industrials           ,Europe                     ,100.0               ,49.9375              ,49.88666666666666    ,0                 ,57.5                  ,C
ASM       ,Information Technology,Europe                     ,100.0               ,49.95250000000001    ,50.081999999999994   ,100               ,77.5                  ,B
SCMN      ,Communication Services,Europe                     ,100.0               ,50.009499999999996   ,49.976000000000006   ,0                 ,57.5                  ,C
NOKIA     ,Information Technology,Europe                     ,100.0               ,49.864               ,50.01966666666667    ,0                 ,57.5                  ,C
KNEBV     ,Industrials           ,Europe                     ,100.0               ,49.91799999999999    ,49.96033333333333    ,0                 ,57.5                  ,C
SSE       ,Utilities             ,Europe                     ,100.0               ,50.05499999999999    ,49.946999999999996   ,0                 ,57.5                  ,C
MT        ,Materials             ,Europe                     ,0.0                 ,49.763000000000005   ,49.907666666666664   ,0                 ,22.4                  ,F
ELE       ,Utilities             ,Europe                     ,100.0               ,49.925               ,50.109333333333325   ,0                 ,57.5                  ,C
FRES      ,Materials             ,Latin America and Caribbean,100.0               ,50.16149999999999    ,50.61599999999999    ,0                 ,57.7                  ,C
GIVN      ,Materials             ,Europe                     ,100.0               ,49.9355              ,49.992000000000004   ,0                 ,57.5                  ,C
DTG       ,Industrials           ,Europe                     ,100.0               ,49.8545              ,49.79366666666667    ,100               ,77.4                  ,B
DSY       ,Information Technology,Europe                     ,100.0               ,49.942               ,49.95366666666667    ,0                 ,57.5                  ,C
TSCO      ,Consumer Staples      ,Europe                     ,100.0               ,50.02150000000001    ,50.020999999999994   ,0                 ,57.5                  ,C
RYA       ,Industrials           ,Europe                     ,100.0               ,49.99399999999999    ,50.109333333333325   ,0                 ,57.5                  ,C
AD        ,Consumer Staples      ,Europe                     ,100.0               ,49.937               ,50.032               ,0                 ,57.5                  ,C
CEZ       ,Utilities             ,Europe                     ,100.0               ,49.942               ,50.035666666666664   ,100               ,77.5                  ,B
MAERSKB   ,Industrials           ,Europe                     ,0.0                 ,49.9965              ,50.068               ,100               ,42.5                  ,D
ADS       ,Consumer Discretionary,Europe                     ,100.0               ,49.957               ,49.99366666666667    ,0                 ,57.5                  ,C
LISN      ,Consumer Staples      ,Europe                     ,100.0               ,49.9185              ,49.967               ,0                 ,57.5                  ,C
FRE       ,Health Care           ,Europe                     ,100.0               ,49.95250000000001    ,50.06133333333334    ,0                 ,57.5                  ,C
IMB       ,Consumer Staples      ,Europe                     ,33.33333333333333   ,49.984               ,50.010999999999996   ,100               ,54.2                  ,C
HOT       ,Industrials           ,Europe                     ,100.0               ,49.893               ,50.24466666666666    ,0                 ,57.5                  ,C
PKN       ,Energy                ,Europe                     ,100.0               ,49.9775              ,50.004000000000005   ,100               ,77.5                  ,B
ERICB     ,Information Technology,Europe                     ,100.0               ,50.11                ,50.245               ,100               ,77.6                  ,B
VOD       ,Communication Services,Europe                     ,100.0               ,50.163000000000004   ,50.08433333333333    ,0                 ,57.6                  ,C
HEXAB     ,Information Technology,Europe                     ,100.0               ,49.93450000000001    ,50.09366666666667    ,100               ,77.5                  ,B
PRY       ,Industrials           ,Europe                     ,100.0               ,50.0495              ,50.121               ,0                 ,57.5                  ,C
AMS       ,Consumer Discretionary,Europe                     ,100.0               ,49.9745              ,50.03666666666666    ,0                 ,57.5                  ,C
HMB       ,Consumer Discretionary,Europe                     ,100.0               ,50.022               ,50.13433333333334    ,0                 ,57.5                  ,C
SIKA      ,Materials             ,Europe                     ,100.0               ,49.8525              ,49.742666666666665   ,100               ,77.4                  ,B
NSISB     ,Materials             ,Europe                     ,100.0               ,49.93                ,50.06466666666667    ,0                 ,57.5                  ,C
AHT       ,Industrials           ,Europe                     ,100.0               ,50.0085              ,49.98133333333333    ,0                 ,57.5                  ,C
NTGY      ,Utilities             ,Europe                     ,100.0               ,50.00750000000001    ,50.001               ,100               ,77.5                  ,B
STLAM     ,Consumer Discretionary,Europe                     ,100.0               ,49.962999999999994   ,49.708000000000006   ,0                 ,57.4                  ,C
EPIA      ,Industrials           ,Europe                     ,100.0               ,50.021               ,49.989666666666665   ,0                 ,57.5                  ,C
PHIA      ,Health Care           ,Europe                     ,100.0               ,49.968               ,49.910000000000004   ,100               ,77.5                  ,B
VWS       ,Industrials           ,Europe                     ,100.0               ,49.980999999999995   ,50.156333333333336   ,0                 ,57.5                  ,C
CAP       ,Information Technology,Europe                     ,100.0               ,49.976000000000006   ,50.075               ,0                 ,57.5                  ,C
ACS       ,Industrials           ,Europe                     ,100.0               ,49.938               ,50.233000000000004   ,0                 ,57.5                  ,C
AM        ,Industrials           ,Europe                     ,100.0               ,49.834500000000006   ,49.903000000000006   ,0                 ,57.4                  ,C
KNIN      ,Industrials           ,Europe                     ,100.0               ,49.923               ,49.842333333333336   ,100               ,77.4                  ,B
ORSTED    ,Utilities             ,Europe                     ,100.0               ,49.8515              ,49.26466666666667    ,100               ,77.3                  ,B
KOG       ,Industrials           ,Europe                     ,100.0               ,49.9895              ,50.032333333333334   ,0                 ,57.5                  ,C
VER       ,Utilities             ,Europe                     ,100.0               ,49.9425              ,49.98633333333334    ,100               ,77.5                  ,B
VIE       ,Utilities             ,Europe                     ,100.0               ,49.94                ,49.988               ,0                 ,57.5                  ,C
