ticker    ,name                                                                                   ,industry                                             ,region                     ,market_cap,piotroski_f_score,long_term_trend_score,dilution_score    ,distress_risk_score,cash_runway_months ,earnings_quality_composite,net_income_growth_yoy,cash_flow_quality_score,fcf_yield          ,eps_cont_vs_total_eps,discontinued_ops_impact,rnd_intensity_ltm  ,high_rnd_intensity_flag,inventory_days     ,inventory_turnover_itf,goodwill_concentration,recent_acquisition_flag,tangible_book_value_ltm,tbv_yoy_growth     ,marketing_to_revenue,sga_vs_5y_avg      ,capex_yoy_growth   ,capex_vs_5y_avg   ,underinvestment_flag,acquisitions_ltm_total,serial_acquirer_flag,ma_intensity_score,total_investment_to_cfo,organic_vs_inorganic,investment_efficiency
ASAI3     ,Sendas Distribuidora S.A.                                                              ,Consumer Staples Distribution and Retail             ,Latin America and Caribbean,2391.38   ,8                ,-0.0041036829255623  ,50.55701213729623 ,45.83333333333333  ,0.7367707009498973 ,75                        ,-15.045094288056847  ,100                    ,38.92313224999791  ,1.0                  ,0.0                    ,0.0                ,0                      ,47.154690074512864 ,7.740481369366114     ,10.804674705969928    ,0                      ,101.46                 ,771.6494845360824  ,0.0                 ,1.2801663296837449 ,-58.54000280229789 ,0.3312348232754744,1                   ,0.0                   ,0                   ,0.0               ,0.1842601113009946     ,                    ,-2.760123301106908
DIVISLAB  ,Divi's Laboratories Limited                                                            ,Life Sciences Tools and Services                     ,Asia / Pacific             ,18691.71  ,5                ,0.5587675417109547   ,50.0              ,100.0              ,5.427434358866944  ,90                        ,33.5590042703885     ,75                     ,0.0325277890572879 ,1.0                  ,0.0                    ,0.0                ,0                      ,318.67199855406443 ,1.145378325225132     ,0.0                   ,0                      ,1734.55                ,-0.9779183412495432,0.0                 ,1.3147476080501483 ,39.83550718617596  ,                  ,0                   ,0.0                   ,0                   ,0.0               ,0.9772293172540354     ,                    ,1.2803854781091635
CXT       ,Crane NXT Co.                                                                          ,Electronic Equipment Instruments and Components      ,United States and Canada   ,2970.44   ,4                ,-0.0661690707816169  ,48.91047067247254 ,35.0               ,1.6799447386599125 ,45                        ,-2.2304832713754648  ,75                     ,5.810586983746516  ,1.0                  ,0.0                    ,0.0                ,0                      ,79.73182426404995  ,4.57784583971414      ,95.78556701030928     ,0                      ,-520.2                 ,67.2668810289389   ,0.0                 ,                   ,45.98070739549839  ,                  ,0                   ,391.1                 ,0                   ,13.404393871885388,2.007841328413284      ,0.1130145742776783  ,3.0707395498392285
PRCH      ,Porch Group Inc.                                                                       ,Software                                             ,United States and Canada   ,799.77    ,5                ,0.560503561507374    ,43.429317591483745,0.0                ,2.2003695749887626 ,30                        ,-75.48719480325542   ,50                     ,4.758868174600198  ,1.0                  ,0.0                    ,12.886458145000905 ,1                      ,0.0                ,                      ,1829.4566253574835    ,0                      ,-276.31                ,-9.072660260629197 ,0.0                 ,1.1294651667653444 ,-38.82352941176471 ,0.36              ,1                   ,0.0                   ,1                   ,0.0               ,0.0142413257379596     ,                    ,2.6773049645390072
QS        ,QuantumScape Corporation                                                               ,Automobile Components                                ,United States and Canada   ,5303.56   ,4                ,0.2879866293800605   ,27.173663401153824,100.0              ,6.110807946422531  ,5                         ,7.350496473019724    ,0                      ,-5.280038313887276 ,1.0                  ,0.0                    ,                   ,0                      ,                   ,                      ,0.0                   ,0                      ,1215.75                ,5.000647752299521  ,                    ,0.9707750952986022 ,-26.482073127440536,0.4395898350423539,1                   ,0.0                   ,0                   ,0.0               ,0.1430729039105233     ,                    ,0.0
PAG       ,Penske Automotive Group Inc.                                                           ,Specialty Retail                                     ,United States and Canada   ,11408.02  ,7                ,0.4239804353169149   ,51.363816747674875,100.0              ,0.0328194927896568 ,75                        ,-12.75161412837068   ,100                    ,6.635682616264698  ,1.0                  ,0.0                    ,0.0                ,0                      ,67.06740476051003  ,5.442286030052496     ,42.36459224844113     ,0                      ,2239.7                 ,22.595653839837976 ,0.0                 ,1.1132510611153363 ,-1.7585931254996003,1.0124152054268527,0                   ,170.3                 ,1                   ,0.9948127205177932,0.4514771877337322     ,1.8355842630651793  ,1.5720094883090479
MSA       ,MSA Safety Incorporated                                                                ,Commercial Services and Supplies                     ,United States and Canada   ,7703.56   ,5                ,0.2577659440920659   ,50.40480073957561 ,100.0              ,1.414780292942743  ,60                        ,386.46295664049165   ,100                    ,3.6724579285421286 ,1.0                  ,0.0                    ,3.542605709379695  ,0                      ,130.0855681989072  ,2.805845452755352     ,56.221254770076555    ,0                      ,262.09                 ,-3.7919389178474416,0.0                 ,1.1155057752887645 ,26.800748362956035 ,0.9515873015873016,0                   ,187.77                ,0                   ,7.353206087140406 ,0.7277202220823078     ,0.3542099376897267  ,0.4791861552853133
HUBS      ,HubSpot Inc.                                                                           ,Software                                             ,United States and Canada   ,10965.87  ,4                ,-0.5878204296474406  ,45.916976298070146,100.0              ,2.431704984002375  ,40                        ,-102.81441857637834  ,75                     ,5.972987095415138  ,1.0                  ,0.0                    ,30.0853499347324   ,1                      ,0.0                ,                      ,14.806772135528924    ,0                      ,1337.48                ,-11.232934898754255,0.0                 ,1.458227424749164  ,12.51482799525504  ,1.115301724137931 ,0                   ,111.91                ,1                   ,3.195274043787617 ,0.2323198054931229     ,0.4685908319185059  ,2.6005686664771113
BIR       ,Birchcliff Energy Ltd.                                                                 ,Oil Gas and Consumable Fuels                         ,United States and Canada   ,1457.66   ,6                ,0.3506180085820278   ,46.90232647591364 ,0.0                ,0.001596593932943  ,60                        ,428.72628726287263   ,75                     ,1.7260540866868817 ,1.0                  ,0.0                    ,0.0                ,0                      ,0.0                ,                      ,0.0                   ,0                      ,1594.4                 ,4.42961284279885   ,0.0                 ,0.8938992042440318 ,-15.31876451862686 ,0.9913660782808902,0                   ,0.0                   ,0                   ,0.0               ,0.9027144072384192     ,                    ,-0.4728555450400068
TEX       ,Terex Corporation                                                                      ,Machinery                                            ,United States and Canada   ,7838.06   ,4                ,0.4979564227226211   ,0.0               ,41.666666666666664 ,1.2404549147034931 ,55                        ,-35.32818532818533   ,75                     ,3.559554277461515  ,1.0                  ,0.0                    ,0.467814371257485  ,0                      ,101.41689686924492 ,3.5990057995029       ,53.99107585523054     ,0                      ,-120.0                 ,-67.3913043478261  ,0.0                 ,1.1870721774542934 ,7.70440251572327   ,0.925568839182414 ,0                   ,2001.0                ,1                   ,32.452156989944854,5.179611650485437      ,0.0664667666166916  ,-0.162037037037037
LEG       ,Leggett & Platt Incorporated                                                           ,Household Durables                                   ,United States and Canada   ,1679.41   ,7                ,-0.216674718668732   ,48.41219238372658 ,94.16666666666666  ,1.4051800828609917 ,15                        ,273.90350877192986   ,100                    ,16.64870400914607  ,1.0                  ,0.0                    ,0.0                ,0                      ,67.60049076887123  ,5.399369085173501     ,76.97449609214316     ,0                      ,128.4                  ,-152.3227383863081 ,0.0                 ,1.0931600667310564 ,-28.29525483304042 ,0.7165532879818594,0                   ,0.0                   ,0                   ,0.0               ,0.175221238938053      ,                    ,-3.0026362038664325
TYL       ,Tyler Technologies Inc.                                                                ,Software                                             ,United States and Canada   ,14597.16  ,6                ,-0.2605569183672065  ,47.85505172729035 ,100.0              ,5.227009243302522  ,70                        ,58.52820636451302    ,100                    ,4.240071356346029  ,1.0                  ,0.0                    ,7.827993856301859  ,0                      ,0.0                ,                      ,70.90266655934184     ,0                      ,197.36                 ,-484.6423699083999 ,0.0                 ,1.1573609059576564 ,0.0974658869395711 ,0.7041742286751361,0                   ,35.14                 ,1                   ,0.6438999005015236,0.0798196806582286     ,0.4410927717700626  ,2.2340297790585972
LAD       ,Lithia Motors Inc.                                                                     ,Specialty Retail                                     ,United States and Canada   ,7769.95   ,3                ,-0.0435424773461888  ,58.961639898794   ,57.5               ,0.0689822199580761 ,75                        ,-19.864108713029577  ,0                      ,-0.5456920572204454,1.0                  ,0.0                    ,0.0                ,0                      ,68.16746085130727  ,5.3544608445394415    ,35.671808761187       ,0                      ,1556.8                 ,-21.757048801326835,0.0                 ,1.2721173026605528 ,52.6498696785404   ,1.5325077399380804,0                   ,419.1                 ,1                   ,1.7092797043937176,2.5654681139755766     ,0.8045812455261274  ,3.6359075814314985
