ticker    ,name                                                            ,sector                ,industry                                             ,country,exchange,dividend_cut_probability,fcf_dividend_coverage,payout_ratio          ,dividend_streak,dividend_consistency,yield_vs_5y_avg      ,sustainable_flag,safety_score      ,risk_category
YTLPOWR   ,YTL Power International Berhad                                  ,Utilities             ,Multi-Utilities                                      ,MY     ,KLSE    ,0.72                    ,-4.719873617693523   ,                      ,2              ,0.2                 ,0.7986348122866894   ,0               ,28.000000000000004,At Risk
SORIANAB  ,Organización Soriana S. A. B. de C. V.                          ,Consumer Staples      ,Consumer Staples Distribution and Retail             ,MX     ,BMV     ,0.27                    ,                     ,0.0                   ,2              ,0.2                 ,                     ,0               ,73.0              ,Monitor
PCHEM     ,PETRONAS Chemicals Group Berhad                                 ,Materials             ,Chemicals                                            ,MY     ,KLSE    ,0.33999999999999997     ,3.06251095914431     ,-0.8540621490078623   ,1              ,0.1                 ,0.45776566757493187  ,0               ,66.0              ,Monitor
SFZN      ,Siegfried Holding AG                                            ,Health Care           ,Life Sciences Tools and Services                     ,CH     ,SWX     ,0.5700000000000001      ,-0.2981870229007634  ,                      ,11             ,1.0                 ,0.9090909090909091   ,0               ,42.99999999999999 ,Borderline
A068270   ,Celltrion Inc.                                                  ,Health Care           ,Biotechnology                                        ,KR     ,KOSE    ,0.27                    ,                     ,0.0                   ,4              ,0.4                 ,1.1538461538461537   ,0               ,73.0              ,Monitor
STO       ,Santos Limited                                                  ,Energy                ,Oil Gas and Consumable Fuels                         ,AU     ,ASX     ,0.82                    ,0.916776750330251    ,                      ,1              ,0.1                 ,1.3015873015873016   ,0               ,18.000000000000004,At Risk
A011200   ,HMM Co.Ltd                                                      ,Industrials           ,Marine Transportation                                ,KR     ,KOSE    ,0.52                    ,                     ,0.0                   ,1              ,0.1                 ,0.8480243161094225   ,0               ,48.0              ,Borderline
ENJSA     ,Enerjisa Enerji A.S.                                            ,Utilities             ,Electric Utilities                                   ,TR     ,IBSE    ,0.15                    ,10.654385964912281   ,-2.160454832596336    ,6              ,0.6                 ,0.3243626062322946   ,1               ,85.0              ,Safe
IAM       ,Itissalat Al-Maghrib (IAM) S.A.                                 ,Communication Services,Diversified Telecommunication Services               ,MA     ,CBSE    ,0.82                    ,0.894339254818822    ,1.2478182868610697    ,1              ,0.1                 ,1.103542234332425    ,0               ,18.000000000000004,At Risk
SIKA      ,Sika AG                                                         ,Materials             ,Chemicals                                            ,CH     ,SWX     ,0.27                    ,                     ,0.0                   ,2              ,0.2                 ,                     ,0               ,73.0              ,Monitor
ZEG       ,Zegona Communications plc                                       ,Communication Services,Diversified Telecommunication Services               ,GB     ,LSE     ,0.37                    ,                     ,                      ,1              ,0.1                 ,                     ,0               ,63.0              ,Borderline
CNA       ,Centrica plc                                                    ,Utilities             ,Multi-Utilities                                      ,GB     ,LSE     ,0.7499999999999999      ,0.5691044068867478   ,                      ,1              ,0.1                 ,1.7023809523809523   ,0               ,25.00000000000001 ,At Risk
BN        ,Danone S.A.                                                     ,Consumer Staples      ,Food Products                                        ,FR     ,ENXTPA  ,0.39                    ,2.080498196101609    ,                      ,4              ,0.4                 ,0.7789473684210526   ,0               ,61.0              ,Borderline
BDMS      ,Bangkok Dusit Medical Services Public Company Limited           ,Health Care           ,Health Care Providers and Services                   ,TH     ,SET     ,0.6699999999999999      ,0.9850311623982799   ,0.7227325478471253    ,1              ,0.1                 ,1.348                ,0               ,33.00000000000001 ,At Risk
KRN       ,Krones AG                                                       ,Industrials           ,Machinery                                            ,DE     ,XTRA    ,0.03                    ,3.2682850918145037   ,0.28349166200994086   ,5              ,0.5                 ,1.4761904761904763   ,1               ,97.0              ,Safe
GNC       ,Greencore Group plc                                             ,Consumer Staples      ,Food Products                                        ,IE     ,LSE     ,0.33999999999999997     ,13.812238055322716   ,                      ,1              ,0.1                 ,0.6949152542372882   ,0               ,66.0              ,Monitor
PETGAS    ,PETRONAS Gas Berhad                                             ,Utilities             ,Gas Utilities                                        ,MY     ,KLSE    ,0.6699999999999999      ,0.9607727299580552   ,                      ,1              ,0.1                 ,0.8758949880668258   ,0               ,33.00000000000001 ,At Risk
Y92       ,Thai Beverage Public Company Limited                            ,Consumer Staples      ,Beverages                                            ,TH     ,SGX     ,0.33999999999999997     ,2.120186503476125    ,                      ,1              ,0.1                 ,1.324742268041237    ,0               ,66.0              ,Monitor
285A      ,Kioxia Holdings Corporation                                     ,Information Technology,Semiconductors and Semiconductor Equipment           ,JP     ,TSE     ,0.37                    ,                     ,                      ,0              ,0.0                 ,                     ,0               ,63.0              ,Borderline
BAX       ,Baxter International Inc.                                       ,Health Care           ,Health Care Equipment and Supplies                   ,US     ,NYSE    ,0.52                    ,                     ,0.0                   ,1              ,0.1                 ,                     ,0               ,48.0              ,Borderline
PPL       ,PPL Corporation                                                 ,Utilities             ,Electric Utilities                                   ,US     ,NYSE    ,0.87                    ,-1.450830140485313   ,0.6046332046332046    ,4              ,0.4                 ,0.665083135391924    ,0               ,13.0              ,At Risk
OGE       ,OGE Energy Corp.                                                ,Utilities             ,Electric Utilities                                   ,US     ,NYSE    ,0.7200000000000001      ,-0.4910530947491933  ,0.6771950735001987    ,20             ,1.0                 ,0.8087557603686636   ,0               ,27.999999999999993,At Risk
RCUS      ,Arcus Biosciences Inc.                                          ,Health Care           ,Biotechnology                                        ,US     ,NYSE    ,0.37                    ,                     ,0.0                   ,0              ,0.0                 ,                     ,0               ,63.0              ,Borderline
